event_date,year,event_type,sub_event_type,actor1,actor2,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,source,timestamp,valor_riesgo
2023-01-04,2023,Violence Against Civilians,Abduction/Forced Disappearance,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,0,"On 4 January 2023, in Guayaquil (Guayas), two armed assailants abducted a truck driver near the southern part of the city. The assailants threatened the victim with a firearm, forcibly moved him to the cargo area, and tied his hands and feet, holding him for approximately two and a half hours. Police and transit authorities observed the attack and arrested the perpetrators near the entrance to the Puertas del Sol neighborhood on the Via a la Costa. One suspect had recently been released from prison, while the other had a prior criminal record.",Diario Extra (Ecuador),1754409739,0.0
2023-01-04,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,"Around 4 January 2023 (as reported), in Guayaquil - Tarqui (Guayas), an unknown number of armed men on two motorcycles threw a tied-up minor onto La Casuarina Street at dawn. They then shot him in the chest and face with a rifle, killing him. The perpetrators left a note next to the body, announcing the start of a war. Authorities suspect the incident is linked to a conflict between gangs, as the minor was known to have drug-related issues. No arrests were made. 1 fatality.",Diario Extra (Ecuador); El Comercio (Ecuador),1754409739,2.0
2023-01-04,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,"On 4 January 2023, in Machala (El Oro), an unknown number of unidentified armed individuals riding a motorcycle shot and killed a woman in a drive-by shooting in the Los Pinos neighborhood. The victim was walking when the perpetrators intercepted her and fired multiple shots before fleeing. The victim was taken to hospital where she later died from her wounds. The authorship and motivation are unknown. 1 fatality.",Machala Movil,1754409739,2.0
2023-01-04,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,"On 4 January 2023, in Puerto Bolivar (El Oro), armed individuals riding a motorcycle killed a man who was walking to work in a drive-by shooting in the 12 de Noviembre neighborhood. There is no further information on the identity or motive of the attackers.1 fatality.",Machala Movil,1754409739,2.0
2023-01-04,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Manabi,Sucre,no especificado,Bahia de Caraquez,-0.5979,-80.4237,1,"On 4 January 2023, in Bahia de Caraquez (Manabi), a prisoner known for narcotrafficking was killed while asleep in his prison cell in the Bahia de Caraquez prison. The man was arrested on 30 December 2022 with 3.9 tons of cocaine (coded separately) and transferred to the Bahia de Caraquez prison on 2 January. Reports indicate that this was the third murder within the prison in 15 days (unspecified). There is no further information on the identity of the perpetrators, but criminal gangs are known to operate in Ecuadorian prisons. 1 fatality.",El Diario (Ecuador),1754354897,2.0
2023-01-04,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Canar,Azogues,no especificado,Azogues,-2.7333,-78.8333,1,"On 4 January 2023, in Azogues (Canar), two armed individuals riding a motorcycle shot a man in a drive-by shooting at a restaurant along Azuay and Luis Pozo streets. The man worked as a waiter in the restaurant where he was shot. There is no further information on the identity or motive of the attackers.1 fatality.",El Mercurio (Ecuador),1760471015,2.0
2023-01-04,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Los Rios,Babahoyo,no especificado,Babahoyo,-1.8022,-79.5344,1,"On 4 January 2023, in Babahoyo (Los Rios), armed men driving a taxi pursued a woman on her motorcycle and eventually killed her in a drive-by shooting near La Replica housing cooperative. There is no further information on the identity or motive of the attackers.1 fatality.",El Diario (Ecuador),1757975685,2.0
2023-01-05,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Manabi,Pedernales,no especificado,Pedernales,0.0702,-80.0547,1,"Around 5 January 2023 (between 4 - 5 January), in Pedernales (Manabi), an unknown number of armed assailants traveling in a truck shot at two men in a drive-by shooting in the Maria Luisa neighborhood. One man died at the scene, and the other was taken to hospital with several gunshot wounds. One victim had a prior record for robbery. No arrests were made, and initial investigations suggest that the incident was due to a dispute between criminal organizations over territory for drug trafficking. 1 fatality.",El Diario (Ecuador); Expreso,1754409739,2.0
2023-01-05,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Venezuela),El Oro,Pasaje,no especificado,Pasaje de las Nieves,-3.3276,-79.8075,1,"On 5 January 2023, in Pasaje de las Nieves (Pasaje, el Oro), two armed men shot and killed a Venezuelan man in a restaurant. No arrests were made and the motives remain unclear. 1 fatality.",El Universo (Ecuador),1754409739,2.0
2023-01-05,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,"On 5 January 2023, in Puerto Bolivar (El Oro), four unidentified armed assailants on two motorcycles carried out a drive-by shooting, firing 14 times at a male shellfish salesman and killing him at Pier 43 at the Huayla estuary. Authorities confirmed that the victim had been receiving extortion threats, which he refused to pay. No arrests were made. 1 fatality.",El Universo (Ecuador); Machala Movil,1754409739,2.0
2023-01-05,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Manabi,Portoviejo,no especificado,Portoviejo,-1.0546,-80.4545,1,"On 5 January 2023, in Portoviejo (Manabi), two armed individuals riding a motorcycle shot and killed a man who was sitting in front of his home in a drive-by shooting in the San Pablo neighborhood. There is no further information on the identity or motive of the attackers. 1 fatality.",El Diario (Ecuador),1762291691,2.0
2023-01-05,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,2,"Around 5 January 2023 (as reported), in Guayaquil (Guayas), a (suspected) criminal gang killed two men and left their bodies along the Daule road in the Lago Capeira sector. One of the two bodies was dismembered. The next day, on 6 January 2023, authorities discovered the dismembered head and leg of a person along the Francisco de Orellana avenue. Authorities suspect that the head and leg belong to the dismembered body found in the Lago Capeira sector the day before. The bodies of the 2 men remain unidentified. 2 fatalities.",El Comercio (Ecuador),1754409739,4.0
2023-01-06,2023,Violence Against Civilians,Abduction/Forced Disappearance,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,0,"On 6 January 2023, in Guayaquil (Guayas), five unidentified armed assailants, including a woman disguised as a passenger, kidnapped a taxi driver in an express kidnapping. The assailants physically restrained the victim, took control of the vehicle and demanded USD 2,000 for its return. Two suspects were arrested and the victim was released by authorities.",El Comercio (Ecuador),1754409739,0.0
2023-01-06,2023,Strategic Developments,Looting/Property Destruction,Unidentified Armed Group (Ecuador),Civilians (Ecuador),El Oro,Zaruma,no especificado,Zaruma,-3.6911,-79.6123,0,"Looting: Around 6 January 2023 (between 5 - 6 January), in the rural area of Zaruma canton (El Oro), various unidentified armed perpetrators held mine workers at gunpoint at a rural mine and looted mining equipment. One perpetrator was arrested after midnight on 6 January, with police forces retrieving a vehicle, a submachine gun, ammunition, an iron rod, and explosive devices.",Machala Movil,1753970871,0.0
2023-01-06,2023,Violence Against Civilians,Attack,Los Lobos Gang (Ecuador),Civilians (Ecuador),Tungurahua,Ambato,no especificado,Santa Rosa,-1.2817,-78.6632,0,"Around 6 January 2023 (as reported), in Santa Rosa (Tungurahua), three Los Lobos gang members threatened a local family and shot at their home multiple times. The family reported that the three men declared themselves to be members of Los Lobos and threatened to kill them if they continued selling (reports do not clarify whether they referred to selling drugs or to a family business). There were no casualties.",El Heraldo (Ecuador),1748907871,0.0
2023-01-06,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Esmeraldas,Esmeraldas,no especificado,Esmeraldas,0.9592,-79.654,1,"On 6 January 2023, in Esmeraldas (Esmeraldas), a male municipal Transit and Mobility Agency (ATM) worker was shot and killed by an unidentified man who fled the scene in a vehicle with at least four other individuals in the Parada 12 sector of the El Panecillo neighborhood. The victim, dressed in civilian clothes, had just stepped out of a vehicle and was walking to work when he was shot. No arrests were made, and the motives remain unclear. This is the second such incident involving the murder of a transit officer in Esmeraldas, with the previous case occurring on 15 September 2022 (coded separately). 1 fatality.",El Diario (Ecuador); El Universo (Ecuador),1754417399,2.0
2023-01-06,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Milagro,no especificado,Milagro,-2.1311,-79.5918,1,"On 6 January 2023, in Milagro (Guayas), two unidentified gunmen on a motorcycle fatally shot an off-duty officer of the Ecuador Transit Commission (CTE) near the intersection of Victor and 12 de Octubre streets, in a drive-by shooting. The assailants fled the scene and no belongings were taken from the victim. Authorities are investigating the motive, with no arrests made so far. 1 fatality.",Diario Extra (Ecuador),1755119489,2.0
2023-01-07,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Manabi,Manta,no especificado,Coast of Manta,-0.7525,-80.7907,0,"On 7 January 2023, off the Coast of Manta (Manabi), an unknown number of unidentified armed individuals (described as pirates) shot and injured three fishermen aboard the Don Jacinto vessel during an assault 42 nautical miles from the Port of Manta. The perpetrators fled after firing on the victims. The Ecuadorian Navy later rescued the wounded fishermen and transported them to the Port of Manta, where they received medical attention. There were no fatalities.",El Comercio (Ecuador),1758750210,0.0
2023-01-07,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Pascuales,-2.0532,-79.9511,1,"On 7 January 2023, in Guayaquil - Pascuales (Guayas), an unknown number of armed assailants shot and killed a motorized tricycle (tricimoto) driver in Pascuales. No arrests were made and the motives remain unclear. 1 fatality.",El Universo (Ecuador),1754409739,2.0
2023-01-07,2023,Strategic Developments,Disrupted Weapons Use,Police Forces Of Ecuador (2021-2023),Unidentified Gang (Ecuador),El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,0,"Defusal: On 7 January 2023, in Puerto Bolivar (El Oro), police forces discovered and retrieved three sticks of short-fuse dynamite left in a black bag along Bolivar Madero Vargas Avenue, near the entrance of the Port Authority. There is no further information available on who placed the explosives.",Machala Movil,1753970871,0.0
2023-01-07,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Azuay,Cuenca,no especificado,Tarqui,-3.0139,-79.0344,1,"On 7 January 2023, in Tarqui (Azuay), an unknown number of unidentified armed individuals shot and killed a fisherman. There is no further information available. Authorship and motivation unknown. 1 fatality.",El Diario (Ecuador),1755119489,2.0
2023-01-08,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,4,"On 8 January 2023, in Guayaquil - Tarqui (Guayas), several unidentified armed assailants entered a private home in Bastion Popular, and shot and killed four men inside. Authorities confirmed that this incident is linked to rival gang disputes in the neighborhood. No arrests were made. 4 fatalities.",El Universo (Ecuador),1754409739,8.0
2023-01-08,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,"On 8 January 2023, in Guayaquil - Tarqui (Guayas), an unknown number of armed assailants on a motorcycle shot and killed a taxi driver in the Monte Sinai neighborhood (drive-by). No arrests were made and the motives remain unclear. 1 fatality.",El Universo (Ecuador),1754409739,2.0
2023-01-08,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,2,"On 8 January 2023, in Puerto Bolivar (El Oro), four unidentified individuals traveling on two motorcycles shot and killed two men who were at a house with other people in the neighborhood of Los Ceibos. The armed group targeted the first man outside of the house before entering the house and targeting the second man. The two men were shot in the head and the chest. There is no further information on the identity of the two men or on the identity or motive of the attackers. 2 fatalities.",Machala Movil,1754409739,4.0
2023-01-08,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,"Around 8 January 2023 (as reported), in Guayaquil - Tarqui (Guayas), a man was killed and decapitated by unknown individuals and his head was left under a black bag on a pedestrian bridge near the Florida Norte sector. There is no further information on the identity of the victim or on the identity and motivation of the attackers. 1 fatality.",El Comercio (Ecuador); El Diario (Ecuador); El Universo (Ecuador),1754409739,2.0
2023-01-09,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,El Porton,-3.2676,-79.8906,2,"On 9 January 2023, in El Porton (El Oro), an unknown number of unidentified armed individuals in a pickup truck shot and killed two men in a drive-by shooting in the El Tropezon sector. The perpetrators intercepted the target of the attack in El Porton sector, but he attempted to flee and was chased down and shot in El Tropezon, where a stray bullet fatally hit another man. The target of the attack had an unspecified criminal record. The authorship and motivation are unknown. 2 fatalities",Machala Movil,1754409739,4.0
2023-01-09,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,"On 9 January 2023, in Machala (El Oro), four unidentified armed individuals riding two motorcycles shot at an unspecified person in a drive-by shooting in the Simon Bolivar neighborhood on the road to Puerto Bolivar. The victim was unharmed The perpetrators fired multiple shots but failed to hit their target before escaping. Also on 9 January, in Machala, two unidentified armed individuals riding a motorcycle shot and killed a man in a drive-by shooting as he walked in the Machalilla neighborhood. The victim had no criminal record. The authorship and motivation are unknown. 1 fatality.",Machala Movil,1754409739,2.0
2023-01-09,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Santo Domingo De Los Tsachilas,Santo Domingo,no especificado,Santo Domingo de los Tsachilas,-0.2531,-79.1754,1,"On 9 January 2023, in Santo Domingo de los Tsachilas (Santo Domingo de los Tsachilas), two armed men riding a motorcycle chased and killed a man in a drive-by shooting in the 14 of February neighborhood, in the Platanito sector of the Santa Martha housing cooperative. Authorities suspect that this was a targeted shooting as the man was not robbed. There is no further information on the identity or motivation of the attackers. 1 fatality.",El Diario (Ecuador),1754409739,2.0
2023-01-09,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Pichincha,Quito,no especificado,Quito - Manuela Saenz,-0.2201,-78.5121,1,"On 9 January 2023, in Quito - Manuela Saenz (Pichincha), two armed men riding a motorcycle killed a man in a drive-by shooting while he was walking along the 24 de Mayo boulevard in the Historic Center. Authorities suspect that the shooting was due to a settling of scores. There is no further information on the identity of the man or the attackers. 1 fatality.",Diario Extra (Ecuador); El Comercio (Ecuador),1754409739,2.0
2023-01-09,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Santo Domingo De Los Tsachilas,Santo Domingo,no especificado,Santo Domingo de los Tsachilas,-0.2531,-79.1754,1,"On 9 January 2023, in Santo Domingo de los Tsachilas (Santo Domingo de los Tsachilas), two armed men wearing balaclavas attacked a family after breaking into their house in the Bernadita neighborhood. The two men broke through the front door and shot the man eight times while he was laying in bed, killing him instantly. The attackers also shot and injured the man's wife who was sleeping next to him, as well as two teenagers who were in different rooms. The men escaped through the back patio of the house. There is no further information on the identity or motivation of the attackers. 1 fatality.",El Diario (Ecuador),1754409739,2.0
2023-01-09,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Santo Domingo De Los Tsachilas,Santo Domingo,no especificado,Santo Domingo de los Tsachilas,-0.2531,-79.1754,1,"On 9 January 2023, in Santo Domingo de los Tsachilas (Santo Domingo de los Tsachilas), several armed men attacked and kidnapped two men as they were driving a moving van on a road between the San Gabriel del Baba and Julio Moreno Espinosa communities. The two men were transporting furniture. The armed men intercepted the truck and hit the truck driver in the neck with blunt objects after he resisted. The attackers stole the truck and drove the two men to a rural area and contacted the truck driver's family to demand a ransom of USD 3,000 for their exchange. Once released around midnight into the morning of 10 January, the truck driver was taken to a local hospital, where he died from his wounds. 1 fatality.",El Diario (Ecuador),1754409739,2.0
2023-01-09,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Ximena,-2.251,-79.8899,1,"On 9 January 2023, in Guayaquil - Ximena (Guayas), an unknown number of armed men with rifles opened fire on a group of people outside a house in the Guasmo Sur neighborhood, injuring a couple and a newborn baby with at least 15 gunshots. The baby died shortly after the attack, while the couple was rushed to the hospital. Authorities have not identified the perpetrators or their motives. The victims had no criminal record. There were no fatalities.",El Comercio (Ecuador); El Universo (Ecuador); Primicias,1755119489,2.0
2023-01-10,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (China),Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,1,"On 10 January 2023, in Guayaquil (Guayas), two unidentified armed assailants on a motorcycle, shot and killed a Chinese national in a drive-by shooting on the streets Pichincha and Sucre. At least three shots were fired at the victim. No arrests were made and the motives remain unclear. 1 fatality.",El Universo (Ecuador),1754409739,2.0
2023-01-10,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Manabi,Puerto Lopez,no especificado,Puerto Lopez,-1.5546,-80.8089,1,"Around 10 January 2023 (as reported), in Puerto Lopez (Manabi), a man was killed by an unknown group and his body was found with hands tied in the back of a transport truck along Pompeyo Guerra and Garcia Moreno streets. Authorities report that the man died from asphyxiation in the container of the truck. 1 fatality.",El Diario (Ecuador),1754409739,2.0
2023-01-11,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,2,"Around 11 January 2023 (as reported), in Guayaquil - Tarqui (Guayas), unidentified assailants killed two people, dismembered their bodies, and placed the remains in multiple bags in the Juan Montalvo neighborhood. Authorities have yet to identify the victims and the perpetrators. 2 fatalities.",El Universo (Ecuador),1754409739,4.0
2023-01-11,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Arenillas,no especificado,Colembas,-3.4943,-80.0432,1,"Around 11 January 2023 (as reported), in Colembas (Arenillas, El Oro), a male informal taxi driver was shot and killed and his dead body was found, with signs of torture. The victim had been reported missing since the night of 9 January. The man's burned vehicle was later found in Santa Rosa. The number of perpetrators is unknown. The authorship and motivation are unknown. 1 fatality.",Machala Movil,1754409739,2.0
2023-01-11,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,"On 11 January 2023, in Machala (El Oro), two armed men riding a motorcycle killed a man while he was standing outside of a house in a drive-by shooting in the Primevera 2 neighborhood. The man was standing in front of the house and chatting with a group of people when the two armed men arrived and targeted him, delivering various shots to his head. There is no further information on the identity of the victim or identity or motivation of the attackers. 1 fatality.",Machala Movil,1754409739,2.0
2023-01-11,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,"On 11 January 2023, in Machala (El Oro), two armed individuals riding a motorcycle attacked a father and son in a drive-by shooting along Juan Montalvo and 4 Agosto streets. The father and son were riding a motorcycle when the men intercepted them. The man was killed and his son was gravely injured with a gunshot wound in the abdomen. There is no further information on the identity or motivation of the attackers. 1 fatality.",El Diario (Ecuador),1754409739,2.0
2023-01-11,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Manabi,Sucre,no especificado,Bahia de Caraquez,-0.5979,-80.4237,1,"On 11 January 2023, in Bahia de Caraquez (Manabi), a group of men riding motorcycles killed a man in a drive-by shooting on a central street of the Leonidas Plaza area. The armed men drove around the victim in circles before shooting him. There is no further information on the identity or motivation of the attackers. 1 fatality.",El Diario (Ecuador),1754354897,2.0
2023-01-11,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,"On 11 January 2023, in Guayaquil - Tarqui (Guayas), at least eight armed individuals shot and killed a man at his house in the Nueva Prosperina sector. The armed man arrived on various motorcycles and entered the house of the victim, shooting him various times. The mother of the victim was present, but was left uninjured by the attackers. Authorities indicate that the victim had no criminal record. There is no further information on the identity or motivation of the attackers. 1 fatality.",El Diario (Ecuador),1754409739,2.0
2023-01-12,2023,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),Civilians (Ecuador),Manabi,Jaramijo,no especificado,Jaramijo,-0.9489,-80.6381,1,"On 12 January 2023, in Jaramijo (Manabi), an unidentified gunman shot a woman while she was driving in the Punta Blanca sector. The victim was critically injured and transported to the hospital, where she later died. Shortly after the attack, a vehicle was found burned nearby, suspected to have been used by the assailants. No arrests were made and the motives remain unclear. 1 fatality.",El Universo (Ecuador),1756165952,2.0
2023-01-12,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Venezuela),Manabi,Manta,no especificado,Manta,-0.9621,-80.7127,1,"On 12 January 2023, in Manta (Manabi), at least two armed men shot and killed a Venezuelan man at a public sporting complex in the Ciudadela La Pradera neighborhood. The armed men arrived on a motorcycle, after which one of the men approached the victim on foot and opened fire, escaping the same way he arrived. Another person was injured by a stray bullet. There is no further information in the identity or motivation of the attackers. 1 fatality.",El Diario (Ecuador); El Universo (Ecuador),1756165952,2.0
2023-01-13,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Manabi,Olmedo,no especificado,Olmedo,-1.3956,-80.2078,1,"On 13 January 2023, in Olmedo (Manabi), two unidentified armed assailants on a motorcycle shot and killed a businessman, supporter, and assistant to the mayoral candidate of the Citizen Revolution Movement during a political rally in Briones (drive-by). The perpetrators fled the scene and no arrests were made. The motives behind the attack remain unclear. 1 fatality.",El Comercio (Ecuador); El Universo (Ecuador); Primicias,1762829418,2.0
2023-01-13,2023,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),Civilians (Ecuador),Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,"On 13 January 2023, in Guayaquil - Tarqui (Guayas), two armed assailants on a motorcycle shot and killed a community leader in his car near Los Ceibos in a drive-by shooting. The perpetrators later abandoned the stolen motorcycle and fled in a car. The victim was known for his work in the Los Ceibos community and for taking steps in improving local security alongside the police force. On 14 January, after several police raids, seven men with linked to the attack were arrested. 1 fatality.",Diario Extra (Ecuador); El Comercio (Ecuador); El Telegrafo; El Universo (Ecuador); Expreso; Primicias,1764632998,2.0
