event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_best,month
ECU10006,2023-01-04,2023,1,Political Violence,Violence Against Civilians,Abduction/Forced Disappearance,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,1,Diario Extra (Ecuador),National,"On 4 January 2023, in Guayaquil (Guayas), two armed assailants abducted a truck driver near the southern part of the city. The assailants threatened the victim with a firearm, forcibly moved him to the cargo area, and tied his hands and feet, holding him for approximately two and a half hours. Police and transit authorities observed the attack and arrested the perpetrators near the entrance to the Puertas del Sol neighborhood on the Via a la Costa. One suspect had recently been released from prison, while the other had a prior criminal record.",0,no especificado,1754409739,47629.0,168525,168525.0,1
ECU10095,2023-01-04,2023,2,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,Diario Extra (Ecuador); El Comercio (Ecuador),National,"Around 4 January 2023 (as reported), in Guayaquil - Tarqui (Guayas), an unknown number of armed men on two motorcycles threw a tied-up minor onto La Casuarina Street at dawn. They then shot him in the chest and face with a rifle, killing him. The perpetrators left a note next to the body, announcing the start of a war. Authorities suspect the incident is linked to a conflict between gangs, as the minor was known to have drug-related issues. No arrests were made. 1 fatality.",1,no especificado,1754409739,53747.0,165748,517128.0,1
ECU10680,2023-01-04,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Women (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,Machala Movil,Subnational,"On 4 January 2023, in Machala (El Oro), an unknown number of unidentified armed individuals riding a motorcycle shot and killed a woman in a drive-by shooting in the Los Pinos neighborhood. The victim was walking when the perpetrators intercepted her and fired multiple shots before fleeing. The victim was taken to hospital where she later died from her wounds. The authorship and motivation are unknown. 1 fatality.",1,no especificado,1754409739,36030.0,115017,229475.0,1
ECU4406,2023-01-04,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,Machala Movil,Subnational,"On 4 January 2023, in Puerto Bolivar (El Oro), armed individuals riding a motorcycle killed a man who was walking to work in a drive-by shooting in the 12 de Noviembre neighborhood. There is no further information on the identity or motive of the attackers.1 fatality.",1,no especificado,1754409739,12034.0,14821,23959.0,1
ECU4407,2023-01-04,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Prisoners (Ecuador); Unidentified Gang (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Sucre,no especificado,Bahia de Caraquez,-0.5979,-80.4237,1,El Diario (Ecuador),Subnational,"On 4 January 2023, in Bahia de Caraquez (Manabi), a prisoner known for narcotrafficking was killed while asleep in his prison cell in the Bahia de Caraquez prison. The man was arrested on 30 December 2022 with 3.9 tons of cocaine (coded separately) and transferred to the Bahia de Caraquez prison on 2 January. Reports indicate that this was the third murder within the prison in 15 days (unspecified). There is no further information on the identity of the perpetrators, but criminal gangs are known to operate in Ecuadorian prisons. 1 fatality.",1,no especificado,1754354897,4432.0,6696,28151.0,1
ECU4408,2023-01-04,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Canar,Azogues,no especificado,Azogues,-2.7333,-78.8333,1,El Mercurio (Ecuador),National,"On 4 January 2023, in Azogues (Canar), two armed individuals riding a motorcycle shot a man in a drive-by shooting at a restaurant along Azuay and Luis Pozo streets. The man worked as a waiter in the restaurant where he was shot. There is no further information on the identity or motive of the attackers.1 fatality.",1,no especificado,1760471015,5477.0,19716,50533.0,1
ECU4409,2023-01-04,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Women (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Los Rios,Babahoyo,no especificado,Babahoyo,-1.8022,-79.5344,1,El Diario (Ecuador),National,"On 4 January 2023, in Babahoyo (Los Rios), armed men driving a taxi pursued a woman on her motorcycle and eventually killed her in a drive-by shooting near La Replica housing cooperative. There is no further information on the identity or motive of the attackers.1 fatality.",1,no especificado,1757975685,32803.0,60879,99807.0,1
ECU10097,2023-01-05,2023,2,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Pedernales,no especificado,Pedernales,0.0702,-80.0547,1,El Diario (Ecuador); Expreso,Subnational-National,"Around 5 January 2023 (between 4 - 5 January), in Pedernales (Manabi), an unknown number of armed assailants traveling in a truck shot at two men in a drive-by shooting in the Maria Luisa neighborhood. One man died at the scene, and the other was taken to hospital with several gunshot wounds. One victim had a prior record for robbery. No arrests were made, and initial investigations suggest that the incident was due to a dispute between criminal organizations over territory for drug trafficking. 1 fatality.",1,no especificado,1754409739,11624.0,21175,26830.0,1
ECU10098,2023-01-05,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Venezuela),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Pasaje,no especificado,Pasaje de las Nieves,-3.3276,-79.8075,1,El Universo (Ecuador),National,"On 5 January 2023, in Pasaje de las Nieves (Pasaje, el Oro), two armed men shot and killed a Venezuelan man in a restaurant. No arrests were made and the motives remain unclear. 1 fatality.",1,no especificado,1754409739,18179.0,42120,66417.0,1
ECU10099,2023-01-05,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,El Universo (Ecuador); Machala Movil,Subnational-National,"On 5 January 2023, in Puerto Bolivar (El Oro), four unidentified armed assailants on two motorcycles carried out a drive-by shooting, firing 14 times at a male shellfish salesman and killing him at Pier 43 at the Huayla estuary. Authorities confirmed that the victim had been receiving extortion threats, which he refused to pay. No arrests were made. 1 fatality.",1,no especificado,1754409739,12034.0,14821,23959.0,1
ECU4411,2023-01-05,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Portoviejo,no especificado,Portoviejo,-1.0546,-80.4545,1,El Diario (Ecuador),Subnational,"On 5 January 2023, in Portoviejo (Manabi), two armed individuals riding a motorcycle shot and killed a man who was sitting in front of his home in a drive-by shooting in the San Pablo neighborhood. There is no further information on the identity or motive of the attackers. 1 fatality.",1,no especificado,1762291691,28764.0,60952,138305.0,1
ECU4412,2023-01-05,2023,2,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,1,El Comercio (Ecuador),National,"Around 5 January 2023 (as reported), in Guayaquil (Guayas), a (suspected) criminal gang killed two men and left their bodies along the Daule road in the Lago Capeira sector. One of the two bodies was dismembered. The next day, on 6 January 2023, authorities discovered the dismembered head and leg of a person along the Francisco de Orellana avenue. Authorities suspect that the head and leg belong to the dismembered body found in the Lago Capeira sector the day before. The bodies of the 2 men remain unidentified. 2 fatalities.",2,no especificado,1754409739,47629.0,168525,460932.0,1
ECU10100,2023-01-06,2023,1,Political Violence,Violence Against Civilians,Abduction/Forced Disappearance,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Taxi/Bus Drivers (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,1,El Comercio (Ecuador),National,"On 6 January 2023, in Guayaquil (Guayas), five unidentified armed assailants, including a woman disguised as a passenger, kidnapped a taxi driver in an express kidnapping. The assailants physically restrained the victim, took control of the vehicle and demanded USD 2,000 for its return. Two suspects were arrested and the victim was released by authorities.",0,no especificado,1754409739,47629.0,168525,168525.0,1
ECU10681,2023-01-06,2023,2,Strategic Developments,Strategic Developments,Looting/Property Destruction,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,,218,South America,Ecuador,El Oro,Zaruma,no especificado,Zaruma,-3.6911,-79.6123,2,Machala Movil,Subnational,"Looting: Around 6 January 2023 (between 5 - 6 January), in the rural area of Zaruma canton (El Oro), various unidentified armed perpetrators held mine workers at gunpoint at a rural mine and looted mining equipment. One perpetrator was arrested after midnight on 6 January, with police forces retrieving a vehicle, a submachine gun, ammunition, an iron rod, and explosive devices.",0,no especificado,1753970871,6396.0,11959,,1
ECU4414,2023-01-06,2023,2,Political Violence,Violence Against Civilians,Attack,Los Lobos Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Tungurahua,Ambato,no especificado,Santa Rosa,-1.2817,-78.6632,1,El Heraldo (Ecuador),Subnational,"Around 6 January 2023 (as reported), in Santa Rosa (Tungurahua), three Los Lobos gang members threatened a local family and shot at their home multiple times. The family reported that the three men declared themselves to be members of Los Lobos and threatened to kill them if they continued selling (reports do not clarify whether they referred to selling drugs or to a family business). There were no casualties.",0,no especificado,1748907871,7212.0,18244,18244.0,1
ECU4416,2023-01-06,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Government of Ecuador (2021-2023),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Esmeraldas,Esmeraldas,no especificado,Esmeraldas,0.9592,-79.654,1,El Diario (Ecuador); El Universo (Ecuador),National,"On 6 January 2023, in Esmeraldas (Esmeraldas), a male municipal Transit and Mobility Agency (ATM) worker was shot and killed by an unidentified man who fled the scene in a vehicle with at least four other individuals in the Parada 12 sector of the El Panecillo neighborhood. The victim, dressed in civilian clothes, had just stepped out of a vehicle and was walking to work when he was shot. No arrests were made, and the motives remain unclear. This is the second such incident involving the murder of a transit officer in Esmeraldas, with the previous case occurring on 15 September 2022 (coded separately). 1 fatality.",1,local administrators,1754417399,20033.0,62925,128341.0,1
ECU9994,2023-01-06,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Government of Ecuador (2021-2023),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Milagro,no especificado,Milagro,-2.1311,-79.5918,1,Diario Extra (Ecuador),National,"On 6 January 2023, in Milagro (Guayas), two unidentified gunmen on a motorcycle fatally shot an off-duty officer of the Ecuador Transit Commission (CTE) near the intersection of Victor and 12 de Octubre streets, in a drive-by shooting. The assailants fled the scene and no belongings were taken from the victim. Authorities are investigating the motive, with no arrests made so far. 1 fatality.",1,no especificado,1755119489,31619.0,92096,161393.0,1
ECU10103,2023-01-07,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Fishers (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Manta,no especificado,Coast of Manta,-0.7525,-80.7907,2,El Comercio (Ecuador),National,"On 7 January 2023, off the Coast of Manta (Manabi), an unknown number of unidentified armed individuals (described as pirates) shot and injured three fishermen aboard the Don Jacinto vessel during an assault 42 nautical miles from the Port of Manta. The perpetrators fled after firing on the victims. The Ecuadorian Navy later rescued the wounded fishermen and transported them to the Port of Manta, where they received medical attention. There were no fatalities.",0,no especificado,1758750210,0.0,0,0.0,1
ECU10106,2023-01-07,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Taxi/Bus Drivers (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Pascuales,-2.0532,-79.9511,1,El Universo (Ecuador),National,"On 7 January 2023, in Guayaquil - Pascuales (Guayas), an unknown number of armed assailants shot and killed a motorized tricycle (tricimoto) driver in Pascuales. No arrests were made and the motives remain unclear. 1 fatality.",1,no especificado,1754409739,24572.0,55884,294322.0,1
ECU10682,2023-01-07,2023,1,Strategic Developments,Strategic Developments,Disrupted Weapons Use,Police Forces Of Ecuador (2021-2023),no especificado,State forces,Unidentified Gang (Ecuador),no especificado,Political militia,State forces-Political militia,,218,South America,Ecuador,El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,Machala Movil,Subnational,"Defusal: On 7 January 2023, in Puerto Bolivar (El Oro), police forces discovered and retrieved three sticks of short-fuse dynamite left in a black bag along Bolivar Madero Vargas Avenue, near the entrance of the Port Authority. There is no further information available on who placed the explosives.",0,no especificado,1753970871,12034.0,14821,,1
ECU7284,2023-01-07,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Fishers (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Azuay,Cuenca,no especificado,Tarqui,-3.0139,-79.0344,1,El Diario (Ecuador),National,"On 7 January 2023, in Tarqui (Azuay), an unknown number of unidentified armed individuals shot and killed a fisherman. There is no further information available. Authorship and motivation unknown. 1 fatality.",1,no especificado,1755119489,1783.0,3521,12038.0,1
ECU10107,2023-01-08,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,El Universo (Ecuador),National,"On 8 January 2023, in Guayaquil - Tarqui (Guayas), several unidentified armed assailants entered a private home in Bastion Popular, and shot and killed four men inside. Authorities confirmed that this incident is linked to rival gang disputes in the neighborhood. No arrests were made. 4 fatalities.",4,no especificado,1754409739,53747.0,165748,517128.0,1
ECU10108,2023-01-08,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Taxi/Bus Drivers (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,El Universo (Ecuador),National,"On 8 January 2023, in Guayaquil - Tarqui (Guayas), an unknown number of armed assailants on a motorcycle shot and killed a taxi driver in the Monte Sinai neighborhood (drive-by). No arrests were made and the motives remain unclear. 1 fatality.",1,no especificado,1754409739,53747.0,165748,517128.0,1
ECU4419,2023-01-08,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,Machala Movil,Subnational,"On 8 January 2023, in Puerto Bolivar (El Oro), four unidentified individuals traveling on two motorcycles shot and killed two men who were at a house with other people in the neighborhood of Los Ceibos. The armed group targeted the first man outside of the house before entering the house and targeting the second man. The two men were shot in the head and the chest. There is no further information on the identity of the two men or on the identity or motive of the attackers. 2 fatalities.",2,no especificado,1754409739,12034.0,14821,23959.0,1
ECU4459,2023-01-08,2023,2,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,El Comercio (Ecuador); El Diario (Ecuador); El Universo (Ecuador),National,"Around 8 January 2023 (as reported), in Guayaquil - Tarqui (Guayas), a man was killed and decapitated by unknown individuals and his head was left under a black bag on a pedestrian bridge near the Florida Norte sector. There is no further information on the identity of the victim or on the identity and motivation of the attackers. 1 fatality.",1,no especificado,1754409739,53747.0,165748,517128.0,1
ECU10684,2023-01-09,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,El Porton,-3.2676,-79.8906,1,Machala Movil,Subnational,"On 9 January 2023, in El Porton (El Oro), an unknown number of unidentified armed individuals in a pickup truck shot and killed two men in a drive-by shooting in the El Tropezon sector. The perpetrators intercepted the target of the attack in El Porton sector, but he attempted to flee and was chased down and shot in El Tropezon, where a stray bullet fatally hit another man. The target of the attack had an unspecified criminal record. The authorship and motivation are unknown. 2 fatalities",2,no especificado,1754409739,1109.0,3310,9159.0,1
ECU10685,2023-01-09,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,Machala Movil,Subnational,"On 9 January 2023, in Machala (El Oro), four unidentified armed individuals riding two motorcycles shot at an unspecified person in a drive-by shooting in the Simon Bolivar neighborhood on the road to Puerto Bolivar. The victim was unharmed The perpetrators fired multiple shots but failed to hit their target before escaping. Also on 9 January, in Machala, two unidentified armed individuals riding a motorcycle shot and killed a man in a drive-by shooting as he walked in the Machalilla neighborhood. The victim had no criminal record. The authorship and motivation are unknown. 1 fatality.",1,no especificado,1754409739,36030.0,115017,229475.0,1
ECU4462,2023-01-09,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Santo Domingo De Los Tsachilas,Santo Domingo,no especificado,Santo Domingo de los Tsachilas,-0.2531,-79.1754,1,El Diario (Ecuador),National,"On 9 January 2023, in Santo Domingo de los Tsachilas (Santo Domingo de los Tsachilas), two armed men riding a motorcycle chased and killed a man in a drive-by shooting in the 14 of February neighborhood, in the Platanito sector of the Santa Martha housing cooperative. Authorities suspect that this was a targeted shooting as the man was not robbed. There is no further information on the identity or motivation of the attackers. 1 fatality.",1,no especificado,1754409739,27448.0,88807,261537.0,1
ECU4463,2023-01-09,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Pichincha,Quito,no especificado,Quito - Manuela Saenz,-0.2201,-78.5121,1,Diario Extra (Ecuador); El Comercio (Ecuador),National,"On 9 January 2023, in Quito - Manuela Saenz (Pichincha), two armed men riding a motorcycle killed a man in a drive-by shooting while he was walking along the 24 de Mayo boulevard in the Historic Center. Authorities suspect that the shooting was due to a settling of scores. There is no further information on the identity of the man or the attackers. 1 fatality.",1,no especificado,1754409739,35297.0,91676,245304.0,1
ECU4464,2023-01-09,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Santo Domingo De Los Tsachilas,Santo Domingo,no especificado,Santo Domingo de los Tsachilas,-0.2531,-79.1754,1,El Diario (Ecuador),National,"On 9 January 2023, in Santo Domingo de los Tsachilas (Santo Domingo de los Tsachilas), two armed men wearing balaclavas attacked a family after breaking into their house in the Bernadita neighborhood. The two men broke through the front door and shot the man eight times while he was laying in bed, killing him instantly. The attackers also shot and injured the man's wife who was sleeping next to him, as well as two teenagers who were in different rooms. The men escaped through the back patio of the house. There is no further information on the identity or motivation of the attackers. 1 fatality.",1,no especificado,1754409739,27448.0,88807,261537.0,1
